0,591.3669023560093
1,11.097967449755997
2,5.357360927778679
3,3.5640265569156035
4,2.672679571838656
5,2.139989121469357
6,1.785948300150119
7,1.5337791340531224
8,1.3452015462182185
9,1.1989869774549402
10,1.0824137834824805
11,0.9873935022504048
12,0.908537498101627
13,0.8421172818410169
14,0.7854709845429337
15,0.7366475065028885
16,0.6941842401605763
17,0.6569633113010221
18,0.6241157769634644
19,0.5949560981423804
20,0.5689362838385893
21,0.5456131453561339
22,0.5246244871651221
23,0.505671513238484
24,0.48850563530206453
25,0.47291845007959393
26,0.4587340321597844
27,0.44580294208741594
28,0.4339975209066786
29,0.4232081607295306
30,0.4133403237312295
31,0.4043121407529515
32,0.39605246293388086
33,0.3884992705181353
34,0.3815983655730055
35,0.37530229214009725
36,0.36956943993279573
37,0.36436329722814864
38,0.3596518258816812
39,0.35540693700267356
40,0.3516040501794012
41,0.3482217225516727
42,0.3452413367139037
43,0.3426468385683904
44,0.3404245179608007
45,0.3385628263152968
46,0.33705222661985534
47,0.3358850720482954
48,0.335055510291909
49,0.3345594113432229
50,0.3343943170581802
51,0.33455941134322303
52,0.33505551029190894
53,0.3358850720482959
54,0.33705222661985496
55,0.3385628263152967
56,0.34042451796080064
57,0.34264683856838996
58,0.3452413367139032
59,0.34822172255167216
60,0.3516040501794012
61,0.3554069370026728
62,0.35965182588168215
63,0.36436329722814836
64,0.36956943993279584
65,0.3753022921400972
66,0.3815983655730055
67,0.38849927051813554
68,0.3960524629338809
69,0.4043121407529514
70,0.4133403237312296
71,0.423208160729531
72,0.43399752090667865
73,0.4458029420874157
74,0.45873403215978403
75,0.4729184500795937
76,0.4885056353020646
77,0.5056715132384839
78,0.5246244871651217
79,0.5456131453561344
80,0.5689362838385893
81,0.5949560981423807
82,0.6241157769634642
83,0.656963311301022
84,0.6941842401605764
85,0.7366475065028887
86,0.785470984542934
87,0.8421172818410163
88,0.908537498101627
89,0.9873935022504051
90,1.0824137834824805
91,1.1989869774549395
92,1.3452015462182185
93,1.5337791340531222
94,1.7859483001501186
95,2.139989121469357
96,2.672679571838656
97,3.5640265569156035
98,5.35736092777868
99,11.097967449755998
